['CloudFlare DNS: 108.162.192.0/18', '68440', 'globalrc.biz', '108.162.197.142']
['CloudFlare DNS: 162.158.0.0/15', '68470', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68573', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68574', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68575', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68576', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68577', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68578', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68579', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68580', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68581', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68585', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 162.158.0.0/15', '68586', '2chru.net', '162.159.240.225']
['CloudFlare DNS: 199.27.128.0/21', '69333', 'nelegala.net', '199.27.135.144']
['CloudFlare DNS: 141.101.64.0/18', '69376', 'www.kavkazjihad.com', '141.101.116.173']
